"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","Class","NumTx","meanExprs","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000277406.1",463,"ENSG00000277406.1","ENSG00000277406","unprocessed_pseudogene","CH17-385C13.2",NA,"InGen",1,1.70987907581892,1.58029749775963,-0.608314717358588,3.69408230253302,0.000230095979179433,0.0123333483556431,0.375805541948999
"ENSG00000261553.5",4178,"ENSG00000261553.5","ENSG00000261553","processed_transcript","RP11-29G8.3",NA,"InGen",2,2.37995219327392,1.87220254695195,2.98487236650186,3.69789770490436,0.000226702396292861,0.0123333483556431,0.371485477630522
"ENSG00000099308.10",6772,"ENSG00000099308.10","ENSG00000099308","protein_coding","MAST3",23031,"InGen",5,47.8005164196537,1.08625552630013,8.03042444831308,3.77166106688553,0.000169654193069838,0.00995636503708724,0.366804970068728
"ENSG00000150672.16",16089,"ENSG00000150672.16","ENSG00000150672","protein_coding","DLG2",1740,"InGen",30,25.7798819416719,0.557433469804889,8.47749034749851,3.76998562766616,0.000170784345098362,0.00997764360419601,0.365409712962937
"ENSG00000050344.8",4249,"ENSG00000050344.8","ENSG00000050344","protein_coding","NFE2L3",9603,"InGen",3,0.23246477583661,-1.83533341006151,-0.14524099985945,-3.69178976981331,0.000232157953004803,0.012342827121102,0.364154735876924
"ENSG00000117707.15",8928,"ENSG00000117707.15","ENSG00000117707","protein_coding","PROX1",5629,"InGen",7,4.43289565187359,-1.24920536037626,5.24098801779757,-3.77091972454994,0.000170153387187858,0.00996317063087824,0.358708438202672
"ENSG00000253797.2",5529,"ENSG00000253797.2","ENSG00000253797","protein_coding","UTP14C",9724,"InGen",1,6.53380634898577,-0.404632991579952,5.15116276157485,-3.76384123339959,0.000174989956529964,0.0100630359998447,0.357676286814673
"ENSG00000132356.11",6563,"ENSG00000132356.11","ENSG00000132356","protein_coding","PRKAA1",5562,"InGen",9,6.88296585785999,-0.642128504972499,5.52127821727716,-3.76824414831025,0.000171966555864466,0.00998168920944814,0.354552314042425
"ENSG00000203727.3",6320,"ENSG00000203727.3","ENSG00000203727","protein_coding","SAMD5",389432,"InGen",2,1.33757569913557,-1.27558386635421,3.06087856218147,-3.75838356331063,0.00017880711998303,0.0101943585642957,0.353354540972928
"ENSG00000141750.6",3362,"ENSG00000141750.6","ENSG00000141750","protein_coding","STAC2",342667,"InGen",2,5.0156138402238,2.33701955503474,3.74868633503311,3.69718645307894,0.000227331426056234,0.0123333483556431,0.335335377915819
"ENSG00000165935.9",1978,"ENSG00000165935.9","ENSG00000165935","protein_coding","SMCO2",341346,"InGen",6,0.365979861552315,-2.16348384867705,-1.24443154251755,-3.6794834013015,0.000243526639917378,0.012614579743596,0.334711093609762
"ENSG00000175591.11",2861,"ENSG00000175591.11","ENSG00000175591","protein_coding","P2RY2",5029,"InGen",3,0.237968676362195,-1.55866550278565,-0.776799082261749,-3.6816297445251,0.000241506913078482,0.0125573934524288,0.332089153803982
"ENSG00000149970.14",7160,"ENSG00000149970.14","ENSG00000149970","protein_coding","CNKSR2",22866,"InGen",7,27.9908264116379,1.13050836972485,7.49181143697129,3.75982601509186,0.000177790700295558,0.0101586870907339,0.325575489394138
"ENSG00000043591.5",2853,"ENSG00000043591.5","ENSG00000043591","protein_coding","ADRB1",153,"InGen",1,3.0987337640199,1.74573674735125,3.15254580936485,3.69251335634146,0.000231505269542035,0.0123333483556431,0.323479742569218
"ENSG00000235478.4",1354,"ENSG00000235478.4","ENSG00000235478","lincRNA","AC006946.15",100996342,"InGen",2,1.30010819564881,2.25550091951055,0.881814610764978,3.68210251640707,0.000241064150358491,0.0125573934524288,0.32093570821329
"ENSG00000165807.7",3093,"ENSG00000165807.7","ENSG00000165807","protein_coding","PPP1R36",145376,"InGen",6,0.406659584048153,-1.23573066341018,0.30869719077416,-3.67439220093665,0.000248381126379345,0.0127869554922974,0.316813063066202
"ENSG00000115112.7",9372,"ENSG00000115112.7","ENSG00000115112","protein_coding","TFCP2L1",29842,"InGen",2,0.247020380704303,-1.9739055413895,1.1332573342158,-3.69503914642058,0.000229240465022008,0.0123333483556431,0.311188370624977
"ENSG00000223812.5",1009,"ENSG00000223812.5","ENSG00000223812","lincRNA","RP11-197K6.1",NA,"InGen",2,3.03942010008724,4.06611540693182,0.601229381272105,3.68608993780115,0.000237360047389087,0.012517011180571,0.297183190259565
"ENSG00000162931.11",3548,"ENSG00000162931.11","ENSG00000162931","protein_coding","TRIM17",51127,"InGen",8,3.73953230771477,2.30992969221808,3.45579396944647,3.66219157786843,0.000260386835369875,0.0132996796580472,0.281821727739818
"ENSG00000066382.16",8197,"ENSG00000066382.16","ENSG00000066382","protein_coding","MPPED2",744,"InGen",8,2.73281535741405,1.39133034674687,4.58281315328949,3.71029945664368,0.000215993809797527,0.0118801038387736,0.277634259908405
"ENSG00000280670.2",2757,"ENSG00000280670.2","ENSG00000280670","protein_coding","CCDC163P",NA,"InGen",8,1.59638729830458,-1.36608930729226,1.89364047166529,-3.71294108297434,0.00021377512363756,0.0118043413645944,0.276662234246874
"ENSG00000115232.13",7901,"ENSG00000115232.13","ENSG00000115232","protein_coding","ITGA4",3676,"InGen",11,0.494955492225981,-1.9393721341169,1.7450619843016,-3.69302650001223,0.000231043453270257,0.0123333483556431,0.264647320187109
"ENSG00000283157.1",557,"ENSG00000283157.1","ENSG00000283157","antisense","RP11-85M22.1",NA,"InGen",1,0.171869466589726,3.58154288361625,-3.47643041149985,3.78928193170528,0.000158187152264378,0.00953605823954982,0.258295864837657
"ENSG00000225056.1",436,"ENSG00000225056.1","ENSG00000225056","lincRNA","RP11-218C14.5",NA,"InGen",1,0.308782418395392,-2.3686684948198,-3.17823205058918,-3.68919510238292,0.000234512615958224,0.0124425693666978,0.248502542314997
"ENSG00000278919.1",2175,"ENSG00000278919.1","ENSG00000278919","protein_coding","AP006285.2",NA,"InGen",1,1.57973362928351,1.65292672218725,1.12428616279122,3.65550693172486,0.000267193573745225,0.0135423684812143,0.245643376871846
"ENSG00000074755.14",15878,"ENSG00000074755.14","ENSG00000074755","protein_coding","ZZEF1",23140,"InGen",11,6.84555009648103,-0.412096481011387,6.59071089112948,-3.73833807792746,0.000193510486354684,0.0109129840005403,0.242225408946318
"ENSG00000159212.12",3860,"ENSG00000159212.12","ENSG00000159212","protein_coding","CLIC6",54102,"InGen",2,0.631774074189924,-3.89895009695819,-0.912863560520622,-3.6487099890264,0.000274285634553286,0.013846364907022,0.22817109668891
"ENSG00000171873.7",2790,"ENSG00000171873.7","ENSG00000171873","protein_coding","ADRA1D",146,"InGen",2,0.648943847715975,-2.36488251468475,0.658116845257973,-3.66305121848771,0.000259523401736278,0.0132816720439759,0.221720068489408
"ENSG00000232422.1",1438,"ENSG00000232422.1","ENSG00000232422","processed_pseudogene","KNOP1P4",NA,"InGen",1,0.910540287846094,3.64247622716586,-0.234228061470412,3.71284357891129,0.000213856634461266,0.0118043413645944,0.207748115695802
"ENSG00000279026.1",2225,"ENSG00000279026.1","ENSG00000279026","TEC","RP3-414A15.12",NA,"InGen",1,0.803055040522723,1.01912498598029,0.629469930118092,3.63867919112581,0.000285075291182487,0.0141438691224471,0.193599286642829
"ENSG00000233836.7",3242,"ENSG00000233836.7","ENSG00000233836","transcribed_unprocessed_pseudogene","RP11-255H23.2",NA,"InGen",4,2.4514943660175,-0.793368974981572,2.69754254404686,-3.69612680387648,0.000228271620496696,0.0123333483556431,0.19284445404606
"ENSG00000196850.5",5687,"ENSG00000196850.5","ENSG00000196850","protein_coding","PPTC7",160760,"InGen",2,5.92301653170709,-0.663313337711816,5.02173344753627,-3.72210683663701,0.000206241887906628,0.0114815344792217,0.18688263727889
"ENSG00000049759.17",17455,"ENSG00000049759.17","ENSG00000049759","protein_coding","NEDD4L",23327,"InGen",38,10.1898017462327,0.921367252385955,7.43245409616262,3.72225689392483,0.000206120660175964,0.0114815344792217,0.181995992856618
"ENSG00000249335.1",499,"ENSG00000249335.1","ENSG00000249335","lincRNA","CTC-340D7.1",NA,"InGen",1,3.59398055486579,2.1801350610689,0.601607369417348,3.63201742459532,0.000292459691216522,0.0143459755702776,0.180525099844447
"ENSG00000156711.16",7197,"ENSG00000156711.16","ENSG00000156711","protein_coding","MAPK13",5603,"InGen",5,2.32515949569426,1.93365860752605,3.62898964848969,3.65320339881321,0.000269577617090668,0.0136351729360373,0.175251377783204
"ENSG00000251293.1",433,"ENSG00000251293.1","ENSG00000251293","lincRNA","CTC-552D5.1",NA,"InGen",1,3.01630752784068,4.20781944449812,0.0354148225593332,3.72087338580287,0.000207240907407919,0.0115124980999809,0.173813891418595
"ENSG00000127324.8",2519,"ENSG00000127324.8","ENSG00000127324","protein_coding","TSPAN8",7103,"InGen",7,0.324077445851875,-2.57928516268356,-0.499333540806119,-3.62729270190354,0.000297805250856209,0.0145532723905258,0.161163489519634
"ENSG00000134504.12",7410,"ENSG00000134504.12","ENSG00000134504","protein_coding","KCTD1",284252,"InGen",11,4.84705801152702,1.36126509891728,5.29146036500685,3.68451637788582,0.000238815368445879,0.0125175845743064,0.153688563035733
"ENSG00000156795.6",2132,"ENSG00000156795.6","ENSG00000156795","protein_coding","WDYHV1",55093,"InGen",9,3.6044006130927,-0.71450964836369,2.91320278802966,-3.68234797603303,0.000240834572067287,0.0125573934524288,0.149941362104881
"ENSG00000226038.5",501,"ENSG00000226038.5","ENSG00000226038","processed_pseudogene","PPIAP21",NA,"InGen",1,0.8217639021933,2.83010961066969,-1.87938229623001,3.69715036180259,0.000227363388796381,0.0123333483556431,0.146750387399366
"ENSG00000145391.13",13916,"ENSG00000145391.13","ENSG00000145391","protein_coding","SETD7",80854,"InGen",7,6.73006237968782,-0.530715075578801,6.51304846856965,-3.71012258850366,0.000216143130846215,0.0118801038387736,0.141356792472179
"ENSG00000175066.15",12158,"ENSG00000175066.15","ENSG00000175066","protein_coding","GK5",256356,"InGen",12,3.04273626451217,-0.611653450206524,5.03488724895334,-3.69984382828319,0.000224989598706766,0.0123142728151126,0.138604656883095
"ENSG00000116791.13",4085,"ENSG00000116791.13","ENSG00000116791","protein_coding","CRYZ",1429,"InGen",7,4.37808746344863,-1.148706578367,3.90294101630847,-3.69358071940301,0.000230545642273579,0.0123333483556431,0.131249615896889
"ENSG00000205562.2",2448,"ENSG00000205562.2","ENSG00000205562","lincRNA","RP11-497E19.1",NA,"InGen",1,3.10533626767051,1.64790589102578,2.53888869713497,3.6280514539993,0.000296940666610632,0.0145383492477273,0.123760234187839
"ENSG00000144791.9",12673,"ENSG00000144791.9","ENSG00000144791","protein_coding","LIMD1",8994,"InGen",4,1.03468312010887,-0.943127352759711,3.4536819371146,-3.6794299276995,0.00024357716098489,0.012614579743596,0.123668714368566
"ENSG00000095319.14",8041,"ENSG00000095319.14","ENSG00000095319","protein_coding","NUP188",23511,"InGen",11,3.89902590191721,-0.490022255255915,4.84507234532696,-3.69887252772019,0.000225842921622842,0.0123333483556431,0.122174443394107
"ENSG00000168280.16",9215,"ENSG00000168280.16","ENSG00000168280","protein_coding","KIF5C",3800,"InGen",5,123.61301080449,0.60592286429179,9.88724245005555,3.69355239135463,0.000230571062636696,0.0123333483556431,0.121958813003344
"ENSG00000260838.3",3296,"ENSG00000260838.3","ENSG00000260838","lincRNA","RP11-531A24.3",NA,"InGen",1,1.03676198761987,-1.83403901403933,1.40542760522871,-3.65547944622968,0.000267221902871872,0.0135423684812143,0.117804691865197
"ENSG00000260163.1",4476,"ENSG00000260163.1","ENSG00000260163","lincRNA","RP11-521O16.2",NA,"InGen",1,0.418154089914223,1.77468947966969,0.793362316448465,3.61266616815223,0.000314940348053572,0.0151956858018066,0.116532836478689
"ENSG00000241278.1",1086,"ENSG00000241278.1","ENSG00000241278","unprocessed_pseudogene","ENPP7P4",NA,"InGen",1,1.83602323622734,1.7625009726493,0.563579649451344,3.6125812382976,0.000315042489698199,0.0151956858018066,0.11582973179955
"ENSG00000100139.13",5968,"ENSG00000100139.13","ENSG00000100139","protein_coding","MICALL1",85377,"InGen",6,3.06819672311635,-1.27913801196404,4.05913114326795,-3.68658974034768,0.000236899546600751,0.012517011180571,0.113465516302976
"ENSG00000180694.13",5870,"ENSG00000180694.13","ENSG00000180694","protein_coding","TMEM64",169200,"InGen",7,3.55412929131767,-1.0473353533409,4.3959872787115,-3.68539646891224,0.000238000378581003,0.0125175845743064,0.112841724777501
"ENSG00000226864.2",1172,"ENSG00000226864.2","ENSG00000226864","transcribed_unitary_pseudogene","ATE1-AS1",100130887,"InGen",2,1.34127464564028,2.43229150372594,0.536285146834469,3.61067769359431,0.000317339967413974,0.0152499158462634,0.108294385902862
"ENSG00000263381.1",60,"ENSG00000263381.1","ENSG00000263381","miRNA","MIR5584",100847089,"InGen",1,4.12380812348979,-2.31964094036155,-2.6617943449229,-3.61683226088732,0.000309967893767524,0.0151192219552872,0.108012370627494
"ENSG00000181215.13",7675,"ENSG00000181215.13","ENSG00000181215","protein_coding","C4orf50",NA,"InGen",2,8.34645252483381,1.3083097613237,5.77462735892237,3.68752179835242,0.000236043021699046,0.0124982616662562,0.10211749021985
"ENSG00000014919.12",4177,"ENSG00000014919.12","ENSG00000014919","protein_coding","COX15",1355,"InGen",3,8.8410324667584,-0.386446833517947,5.14199415492255,-3.69261723603609,0.000231411710495114,0.0123333483556431,0.0952259463414595
"ENSG00000259255.1",539,"ENSG00000259255.1","ENSG00000259255","lincRNA","RP11-627D16.1",NA,"InGen",1,1.21812950525425,-2.28768377407709,-1.21620064424689,-3.61396800507843,0.000313378561466692,0.0151956858018066,0.0933736687311679
"ENSG00000172809.12",3829,"ENSG00000172809.12","ENSG00000172809","protein_coding","RPL38",6169,"InGen",8,37.2484864638133,0.79423287442963,7.01164444524496,3.69504360980577,0.000229236481321934,0.0123333483556431,0.0837398000849543
"ENSG00000130037.4",2800,"ENSG00000130037.4","ENSG00000130037","protein_coding","KCNA5",3741,"InGen",1,1.43351703456969,-1.45233151196639,2.0031607106869,-3.64545329142972,0.000277745978000853,0.0139398454364212,0.0801437667606857
"ENSG00000164674.15",2896,"ENSG00000164674.15","ENSG00000164674","protein_coding","SYTL3",94120,"InGen",5,0.740300264155329,-1.42471075768576,0.898563846296395,-3.6067279267311,0.000322157311686388,0.0154243937186422,0.0554907382433445
"ENSG00000165322.17",5938,"ENSG00000165322.17","ENSG00000165322","protein_coding","ARHGAP12",94134,"InGen",10,14.0061640714729,-0.61799006911615,6.35041714264409,-3.68475736499672,0.000238591947124721,0.0125175845743064,0.0489474669340355
"ENSG00000232546.1",298,"ENSG00000232546.1","ENSG00000232546","unprocessed_pseudogene","RP11-458F8.1",NA,"InGen",1,2.92629357580378,-1.41451480393042,-0.414732684591668,-3.59152835762479,0.000341342170263022,0.0161311215598508,0.0480339598837691
"ENSG00000127241.16",13161,"ENSG00000127241.16","ENSG00000127241","protein_coding","MASP1",5648,"InGen",15,1.12827315834757,-1.34584437396132,3.54731534197466,-3.67554434945843,0.000247274656538661,0.0127552510331193,0.0479521624091852
"ENSG00000137825.10",2092,"ENSG00000137825.10","ENSG00000137825","protein_coding","ITPKA",3706,"InGen",4,9.10173601983582,3.46593897217052,4.1552374963686,3.59111235759254,0.000341881990133002,0.0161311215598508,0.045087555156158
"ENSG00000261227.2",1141,"ENSG00000261227.2","ENSG00000261227","lincRNA","AC140912.1",NA,"InGen",2,0.952604964767205,1.91629705716216,-0.0730660458167004,3.5892534890828,0.000344303923139371,0.0161866426650585,0.0385361536127791
"ENSG00000200528.1",106,"ENSG00000200528.1","ENSG00000200528","snRNA","RNU6-1331P",NA,"InGen",1,1.02958993256593,2.90866504808089,-3.53292837315585,3.68398921991702,0.000239304786684857,0.0125179996865853,0.0358376738785777
"ENSG00000112144.15",6259,"ENSG00000112144.15","ENSG00000112144","protein_coding","ICK",22858,"InGen",2,5.40835311039932,-0.837758485417764,5.05786387493011,-3.67819717152003,0.000244744583645676,0.012649840329265,0.0255877611586008
"ENSG00000253868.3",1746,"ENSG00000253868.3","ENSG00000253868","antisense","FER1L6-AS2",157376,"InGen",1,1.12616109321614,3.44479796070708,0.0228937069017331,3.61533029008881,0.000311752031282778,0.0151494005781115,0.0245194676107179
"ENSG00000124496.12",7732,"ENSG00000124496.12","ENSG00000124496","protein_coding","TRERF1",55809,"InGen",5,3.11427712948482,1.11182739679555,4.45736612575192,3.63373760257612,0.000290535923812703,0.0143055927031868,0.0210482968466934
"ENSG00000165633.12",8633,"ENSG00000165633.12","ENSG00000165633","protein_coding","VSTM4",196740,"InGen",3,2.63201983215987,-0.664444476111896,4.29102767206823,-3.65907083769548,0.000263544062070654,0.0134345461288487,0.0134416909833437
"ENSG00000189136.8",3008,"ENSG00000189136.8","ENSG00000189136","transcribed_unprocessed_pseudogene","UBE2Q2P1",388165,"InGen",7,2.76463581816273,0.815817521146823,2.7133734094703,3.61332855835192,0.000314144782991606,0.0151956858018066,-0.00825057685856834
"ENSG00000100266.18",4554,"ENSG00000100266.18","ENSG00000100266","protein_coding","PACSIN2",11252,"InGen",12,8.96060683300798,-0.619588490664382,5.14835382986013,-3.66544366047695,0.00025713453110069,0.013185371872891,-0.0127595443107102
"ENSG00000101977.19",4996,"ENSG00000101977.19","ENSG00000101977","protein_coding","MCF2",4168,"InGen",10,3.55110796208028,-1.0984407753109,4.19722074272447,-3.66568506830007,0.000256894633667308,0.013185371872891,-0.0145034852513399
"ENSG00000257126.5",874,"ENSG00000257126.5","ENSG00000257126","antisense","FOXG1-AS1",NA,"InGen",3,3.46207817316211,2.13015668883209,1.53996773179396,3.6328745230157,0.000291499663631375,0.0143259135256871,-0.0214090045835515
"ENSG00000143429.10",3057,"ENSG00000143429.10","ENSG00000143429","transcribed_unprocessed_pseudogene","AC027612.6",645166,"InGen",6,0.926589320479596,1.55931503639339,1.16580265092171,3.58157729885187,0.000354476487648526,0.0165452059710707,-0.0215924158565475
"ENSG00000254427.1",1380,"ENSG00000254427.1","ENSG00000254427","lincRNA","RP11-430H10.1",NA,"InGen",3,0.788051532979997,1.2433579978871,0.0330619788725526,3.56992940880231,0.000370451227185153,0.0171219383574633,-0.0226083406126962
"ENSG00000156011.16",15213,"ENSG00000156011.16","ENSG00000156011","protein_coding","PSD3",23362,"InGen",20,51.8777588617299,0.881446466409831,9.42571014815776,3.65693670506211,0.000265723796254751,0.0135191531409609,-0.0232114569756368
"ENSG00000261997.1",3828,"ENSG00000261997.1","ENSG00000261997","lincRNA","RP11-212I21.4",NA,"InGen",1,0.297050874074068,-1.6579801968145,0.117690491115476,-3.5703168892192,0.000369909146559565,0.0171219383574633,-0.0299840693236133
"ENSG00000162889.10",4195,"ENSG00000162889.10","ENSG00000162889","protein_coding","MAPKAPK2",9261,"InGen",4,4.9176508247866,-0.809166253413361,4.14032817229233,-3.64727426229712,0.000275806123495217,0.0138961387570323,-0.0462695907626847
"ENSG00000255650.5",1068,"ENSG00000255650.5","ENSG00000255650","antisense","FAM222A-AS1",84983,"InGen",3,0.231050618484269,-1.44710878242041,-2.04030615541053,-3.56526822284484,0.000377030708862331,0.0173180995918779,-0.0518784373184955
"ENSG00000144583.4",4447,"ENSG00000144583.4","ENSG00000144583","protein_coding","MARCH4",57574,"InGen",1,4.16916114214011,1.39368873363863,3.78825586602358,3.59828364123924,0.000332687200039567,0.0158410289864994,-0.0667865752594921
"ENSG00000134363.11",2969,"ENSG00000134363.11","ENSG00000134363","protein_coding","FST",10468,"InGen",5,0.284087051782398,-2.24802452398353,-1.17719042858938,-3.55548380482345,0.00039119917479973,0.0178115519202161,-0.0712116167320822
"ENSG00000224848.1",425,"ENSG00000224848.1","ENSG00000224848","lincRNA","RP11-535M15.1",NA,"InGen",1,6.11451347360032,1.10514761203097,1.09761063990964,3.55321445304802,0.0003945557556835,0.0179016763285508,-0.0838900823997895
"ENSG00000110321.15",8655,"ENSG00000110321.15","ENSG00000110321","protein_coding","EIF4G2",1982,"InGen",31,45.9024176775226,-0.443287647759349,8.63379322883751,-3.63751007185382,0.000286358446427471,0.0141535111981396,-0.0853196513339274
"ENSG00000161082.12",6024,"ENSG00000161082.12","ENSG00000161082","protein_coding","CELF5",60680,"InGen",8,19.7384753782607,1.17343237709135,6.4644571724131,3.64279438274881,0.000280601479484176,0.0140289947377492,-0.0854288114412887
"ENSG00000278925.1",618,"ENSG00000278925.1","ENSG00000278925","lincRNA","AC005753.1",NA,"InGen",1,1.36122902653468,2.22355609323077,-1.43663478782685,3.56644351493252,0.000375361495310041,0.0172719436372928,-0.0864716232523355
"ENSG00000188803.14",8527,"ENSG00000188803.14","ENSG00000188803","protein_coding","SHISA6",388336,"InGen",4,3.22720150704251,-2.20395544267632,4.24665902184356,-3.64560782029516,0.000277580864834195,0.0139398454364212,-0.0924054204241083
"ENSG00000121753.12",7756,"ENSG00000121753.12","ENSG00000121753","protein_coding","ADGRB2",576,"InGen",15,27.3621022135064,1.09227825309011,7.49850767284935,3.6447200288635,0.000278530721472024,0.0139522961403269,-0.0939673432649037
"ENSG00000138709.17",8792,"ENSG00000138709.17","ENSG00000138709","protein_coding","LARP1B",55132,"InGen",10,5.90230676806038,0.49331305740181,5.53273505473121,3.63782147277107,0.000286016143139056,0.0141535111981396,-0.0970180563395653
"ENSG00000160194.17",6345,"ENSG00000160194.17","ENSG00000160194","protein_coding","NDUFV3",4731,"InGen",4,6.98161314586912,0.404917112651887,5.40025611998224,3.63926546546172,0.000284433863957465,0.0141438691224471,-0.0990645533807122
"ENSG00000171992.12",10258,"ENSG00000171992.12","ENSG00000171992","protein_coding","SYNPO",11346,"InGen",5,32.4592240354353,1.2292558946944,8.0342467987924,3.64005330726327,0.000283574038960339,0.0141438691224471,-0.110137599209261
"ENSG00000091622.15",10609,"ENSG00000091622.15","ENSG00000091622","protein_coding","PITPNM3",83394,"InGen",5,17.2497484421617,1.34783182130593,7.0116211599534,3.63873679003332,0.000285012213690239,0.0141438691224471,-0.112935758606502
"ENSG00000141349.8",4551,"ENSG00000141349.8","ENSG00000141349","protein_coding","G6PC3",92579,"InGen",8,3.33656166488236,-0.67566247155898,3.87679564710742,-3.61619057262687,0.000310728958090666,0.0151279615214254,-0.128318954778446
"ENSG00000164185.5",2118,"ENSG00000164185.5","ENSG00000164185","protein_coding","ZNF474",133923,"InGen",3,0.216176014966917,-2.26975034952177,-1.54260672280463,-3.53943275950415,0.000415525736530386,0.018593525126191,-0.130982979345643
"ENSG00000264860.1",588,"ENSG00000264860.1","ENSG00000264860","processed_transcript","RP11-143K11.5",NA,"InGen",1,0.423794496610049,3.2109953829349,-2.65737900246896,3.63691054309553,0.000287018552738029,0.0141592188502529,-0.132058030833323
"ENSG00000167178.15",6101,"ENSG00000167178.15","ENSG00000167178","protein_coding","ISLR2",57611,"InGen",12,3.49532313784751,3.46349993397263,3.94330225907559,3.53219367563527,0.000426953685256259,0.018845402222907,-0.145200770539714
"ENSG00000095380.10",4922,"ENSG00000095380.10","ENSG00000095380","protein_coding","NANS",54187,"InGen",6,2.29092992151281,-0.817947810507926,3.38940473020097,-3.60057786014469,0.000329794884877412,0.0157610430460349,-0.154881250478695
"ENSG00000269609.5",5660,"ENSG00000269609.5","ENSG00000269609","processed_transcript","RPARP-AS1",100505761,"InGen",8,2.09380280869569,0.704881129341781,3.45517973690339,3.56957538580358,0.000370947151190858,0.0171219383574633,-0.164682386798001
"ENSG00000125895.5",2210,"ENSG00000125895.5","ENSG00000125895","protein_coding","TMEM74B",55321,"InGen",3,3.61917674104357,1.45108933732106,2.60870051281179,3.5438857378651,0.000408638815040348,0.0183802628259844,-0.168057516420557
"ENSG00000129993.14",5972,"ENSG00000129993.14","ENSG00000129993","protein_coding","CBFA2T3",863,"InGen",11,1.04216252125972,1.67594993835095,2.26555168311071,3.53382350614407,0.000424355421392681,0.0187625718458621,-0.18116320035841
"ENSG00000263750.1",62,"ENSG00000263750.1","ENSG00000263750","miRNA","MIR548AV",100847083,"InGen",1,5.57179412150254,2.77878159737436,-1.76957858820133,3.59127402143513,0.000341672113126338,0.0161311215598508,-0.184597945639023
"ENSG00000020426.10",3865,"ENSG00000020426.10","ENSG00000020426","protein_coding","MNAT1",4331,"InGen",9,7.77795786853433,0.600821803209297,4.81314222797244,3.59868182135287,0.000332183517209073,0.0158410289864994,-0.19748326520151
"ENSG00000064651.13",10664,"ENSG00000064651.13","ENSG00000064651","protein_coding","SLC12A2",6558,"InGen",8,12.7159133173852,-1.31751374927594,7.25311312402832,-3.61116990708891,0.00031674439121892,0.0152494827461287,-0.201112747662459
"ENSG00000106780.8",6298,"ENSG00000106780.8","ENSG00000106780","protein_coding","MEGF9",1955,"InGen",1,21.8899058782528,-0.64349997735628,7.03152391081664,-3.60988246406806,0.000318304409796898,0.0152680406750918,-0.206576292586209
"ENSG00000226221.1",438,"ENSG00000226221.1","ENSG00000226221","processed_pseudogene","RPL26P19",NA,"InGen",1,10.6298913292459,1.21407050438748,2.1818227163596,3.53545242948271,0.000421773379403876,0.0187625718458621,-0.206961833189189
"ENSG00000183570.16",6828,"ENSG00000183570.16","ENSG00000183570","protein_coding","PCBP3",54039,"InGen",21,1.45451316517109,-0.76506661551432,3.04376978117064,-3.5940312346121,0.00033811114195623,0.0160405355266023,-0.207691564410855
"ENSG00000259823.5",2237,"ENSG00000259823.5","ENSG00000259823","protein_coding","LYPD8",646627,"InGen",2,3.12824986143152,3.82028824092451,2.19658702626171,3.51316328367631,0.000458412817027612,0.0197736164675472,-0.210752207345627
"ENSG00000080608.9",2707,"ENSG00000080608.9","ENSG00000080608","protein_coding","PUM3",9933,"InGen",4,10.7753179538228,0.453214188664665,4.64582655056501,3.58974925580659,0.000343656418566828,0.0161854702353268,-0.215657301043361
"ENSG00000179420.11",1141,"ENSG00000179420.11","ENSG00000179420","transcribed_unprocessed_pseudogene","OR6W1P",NA,"InGen",2,0.457712400672369,-2.41509746617544,-1.36117404521229,-3.51303556827793,0.000458631076618623,0.0197736164675472,-0.219921693282223
"ENSG00000172007.5",5028,"ENSG00000172007.5","ENSG00000172007","protein_coding","RAB33B",83452,"InGen",2,3.43817335006614,-0.70905282076701,3.96426650411831,-3.58692459820944,0.000347360930518191,0.0163008835227652,-0.225424501875956
"ENSG00000176399.3",5569,"ENSG00000176399.3","ENSG00000176399","protein_coding","DMRTA1",63951,"InGen",1,0.185994308348655,-1.46903752162038,0.124244037745099,-3.52399153539283,0.000440256734535792,0.0192366295537168,-0.228792712176995
"ENSG00000237640.1",680,"ENSG00000237640.1","ENSG00000237640","antisense","RP4-604G5.1",NA,"InGen",1,1.02501536546928,1.45869274312963,-0.755479546950298,3.51097936787458,0.000462158416790351,0.0198598256524224,-0.237569945781873
"ENSG00000138639.17",7908,"ENSG00000138639.17","ENSG00000138639","protein_coding","ARHGAP24",83478,"InGen",12,1.46545503808934,-0.826713868335204,3.51516425299041,-3.5824863746923,0.000353257245579987,0.0165179530046556,-0.238761414916151
"ENSG00000177425.10",11668,"ENSG00000177425.10","ENSG00000177425","protein_coding","PAWR",5074,"InGen",11,1.21157925007373,-0.96212516641115,3.7586470177899,-3.58067120643617,0.000355695648373545,0.0165723574666943,-0.239002817390501
"ENSG00000233820.2",1488,"ENSG00000233820.2","ENSG00000233820","transcribed_processed_pseudogene","RP11-535M15.2",NA,"InGen",2,2.75090080556665,1.34864994962036,1.65225931971185,3.51008943952155,0.00046369290179926,0.0198601121268157,-0.244097655985257
"ENSG00000180638.17",6691,"ENSG00000180638.17","ENSG00000180638","protein_coding","SLC47A2",146802,"InGen",10,0.332095579972875,-4.17010216828317,-1.35681123669637,-3.51045466583356,0.000463062574736413,0.0198601121268157,-0.249949098029692
