# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
56852        3    8918880    9005159    299       9  130227      -1.0468   -2.2204e-16      -1.0468
9901         3    9022275    9291369    809      95  129128     0.087999   -2.6368e-16     0.087999
25917        3    9404660    9428475     58      10  128892       3.1375   -4.4409e-16       3.1375
55209        3    9439384    9519838    142      14  129041       2.1824   -4.4409e-16       2.1824
375323       3    9540045    9595486    183      17  129345     -0.18478    -2.498e-16     -0.18478
64419        3    9691117    9744078     76      13  127942     -0.36334   -2.7756e-16     -0.36334
151835       3    9745510    9771592     50      20  126878      0.75936   -2.2204e-16      0.75936
7862         3    9773413    9789699     26      10  126521      0.37061   -2.7756e-16      0.37061
4968         3    9791628    9829468     70      12  128002      -1.2876   -2.2204e-16      -1.2876
8536         3    9799029    9811676     20       7  124579      -1.0454   -2.2204e-16      -1.0454
10474        3    9821648    9834695     28       5  130288      -1.7507   -2.2204e-16      -1.7507
10093        3    9834082    9848789     28       8  129385      -1.9936   -2.2204e-16      -1.9936
100526693    3    9834232    9878040    139      16  127755      -2.2639   -4.4409e-16      -2.2639
26140        3    9851632    9878040    107      12  127247      -2.0454   -4.4409e-16      -2.0454
285367       3    9879533    9885702     11       4  125989      -1.9983   -2.2204e-16      -1.9983
63924        3    9908394    9921938     32       6  129473     -0.17445    -2.498e-16     -0.17445
84522        3    9932271    9936033     11       3  130515      0.31716   -2.7756e-16      0.31716
132014       3    9944296    9958086     37       3  127273      -1.2743   -2.2204e-16      -1.2743
84818        3    9958758    9975305     43      15  127370     -0.73287   -2.2204e-16     -0.73287
78987        3    9975478    9987097     18       6  124091     -0.07791   -2.6368e-16     -0.07791
285368       3    9987226    9994078     13       6  125330     -0.78118   -2.2204e-16     -0.78118
55831        3   10005636   10029146     62       4  128529      0.93382   -2.2204e-16      0.93382
401052       3   10048102   10052779     19       3  129385     0.063459   -2.6368e-16     0.063459
2177         3   10068113   10143614    183       7  128392      0.75995   -2.2204e-16      0.75995
115795       3   10123004   10149975     59       4  129495      0.92502   -2.2204e-16      0.92502
55845        3   10157333   10168874     47       4  130315       1.5683   -2.2204e-16       1.5683
7428         3   10183319   10195354     44       8  127381     0.028394   -2.6368e-16     0.028394
3656         3   10206561   10285427    256      24  126268     -0.23453    -2.498e-16     -0.23453
9797         3   10290177   10322906     92      13  128244      0.39579   -2.7756e-16      0.39579
51738        3   10327434   10334631     17       5  130644     -0.90002   -2.2204e-16     -0.90002
6396         3   10342613   10362872     64      12  128284      -1.1063   -2.2204e-16      -1.1063
491          3   10365707   10733131   1348     118  128200       1.9992   -2.2204e-16       1.9992
6538         3   10857917   10980146    351      37  126940       1.2643   -2.2204e-16       1.2643
6529         3   11034420   11080935    158      38  128009      0.72612   -2.2204e-16      0.72612
3269         3   11178779   11304939    347      39  128653      -1.9771   -2.2204e-16      -1.9771
10533        3   11314010   11599139    591      20  128748     -0.81486   -2.2204e-16     -0.81486
9686         3   11597543   11762220    569      44  128557      0.35337   -2.7756e-16      0.35337
132001       3   11831916   11888393    138      16  128088  -0.00030325   -2.6276e-16  -0.00030325
101929530    3   11912358   11943081    169      19  128317      -1.7261   -2.2204e-16      -1.7261
6854         3   12182150   12233532    118      16  128296       1.7748   -2.2204e-16       1.7748
7079         3   12194568   12200851     17       6  127752      0.74747   -2.2204e-16      0.74747
5468         3   12329349   12475855    328      24  127982      0.23323    -2.498e-16      0.23323
80746        3   12517748   12580672    238      15  121999     0.092378   -2.6368e-16     0.092378
100129480    3   12581280   12586963     15       5  126446        1.021   -2.2204e-16        1.021
23609        3   12598513   12625212     61       9  128283       1.5683   -2.2204e-16       1.5683
5894         3   12625100   12705700    196      17  127307       1.1358   -2.2204e-16       1.1358
55287        3   12775392   12801038     59      13  126744       1.9548   -2.2204e-16       1.9548
23066        3   12838171   12876313    117      22  128680      -0.0161   -2.6368e-16      -0.0161
6161         3   12876444   12883081     30       5  130329      -0.5124   -2.2204e-16      -0.5124
9922         3   12938542   13114652    505      68  127615    -0.033874   -2.6368e-16    -0.033874
23225        3   13357730   13461819    326      18  128095      0.53267   -2.2204e-16      0.53267
79885        3   13521671   13547924     72      19  127349      -1.6393   -2.2204e-16      -1.6393
2199         3   13573824   13679922    390      45  129689     -0.47157   -2.7756e-16     -0.47157
7476         3   13860082   13921618    208      34  126069      -1.6551   -2.2204e-16      -1.6551
131474       3   14153577   14166371     24       6  130525     0.084327   -2.6368e-16     0.084327
79188        3   14166440   14185180     40      10  126478     -0.41344   -2.7756e-16     -0.41344
7508         3   14186647   14220172     68      13  128210      -1.3644   -2.2204e-16      -1.3644
27258        3   14220228   14239869     27       5  129789      -1.7133   -2.2204e-16      -1.7133
6533         3   14444076   14530857    231      42  127808      -2.4713   -4.4409e-16      -2.4713
80852        3   14530396   14583588    208      25  127259      0.52858   -2.2204e-16      0.52858
51244        3   14693253   14714166     57       6  128708       2.0077   -4.4409e-16       2.0077
84077        3   14716606   14814543    244      35  128252     -0.40526   -2.7756e-16     -0.40526
152273       3   14852247   14976072    511      31  127842      -1.4196   -2.2204e-16      -1.4196
7182         3   14989091   15090780    180      22  129074     -0.07422   -2.6368e-16     -0.07422
64432        3   15083758   15106839     37       9  129409      0.51062   -2.2204e-16      0.51062
64145        3   15111580   15140662     58       4  128971       1.4169   -2.2204e-16       1.4169
23473        3   15247733   15294423     43      13  124512      -1.1063   -2.2204e-16      -1.1063
9467         3   15295860   15382901    246      43  127120      -1.7541   -2.2204e-16      -1.7541
131965       3   15422782   15469054     98      11  127171      -1.1049   -2.2204e-16      -1.1049
85403        3   15469064   15484120     20       7  122243      -1.1864   -2.2204e-16      -1.1864
8292         3   15491640   15563277    221      23  129482      -1.3533   -2.2204e-16      -1.3533
26061        3   15602239   15643359     69      17  127023        -1.06   -2.2204e-16        -1.06
686          3   15642864   15689147     90      13  128829     -0.92581   -2.2204e-16     -0.92581
23243        3   15708743   15901053    353      13  128314     -0.68611   -2.2204e-16     -0.68611
117248       3   16216086   16286033    250      40  128533      0.38474   -2.7756e-16      0.38474
285381       3   16298568   16306496     28       5  129980      0.12023   -2.6368e-16      0.12023
92106        3   16306667   16379000    227      17  128891      0.24422    -2.498e-16      0.24422
23180        3   16357352   16555222    606      61  128571     -0.15813    -2.498e-16     -0.15813
1618         3   16628299   16647006     82      12  129161       -1.921   -2.2204e-16       -1.921
23228        3   16974582   17132098    331      20  129293       3.7159   -4.4409e-16       3.7159
9779         3   17198654   17784240   1292      15  126064       3.0234   -4.4409e-16       3.0234
339862       3   18004064   18310414    583      31  127165       2.6581   -4.4409e-16       2.6581
6304         3   18389133   18480265    191      27  123780      0.78324   -2.2204e-16      0.78324
131096       3   19189946   19577135    530      46  121782     -0.39048   -2.7756e-16     -0.39048
151651       3   19920964   19977820    175      17  128999       2.1842   -4.4409e-16       2.1842
5868         3   19988572   20026667    133      17  128996       2.2247   -4.4409e-16       2.2247
151649       3   20021453   20053765    114      15  128956       1.9262   -2.2204e-16       1.9262
8850         3   20081524   20195896    467      31  129341      0.37149   -2.7756e-16      0.37149
151648       3   20202085   20227724     81      10  129652      0.43072   -2.7756e-16      0.43072
79750        3   21459911   22414132   4283     218  128937       1.7231   -2.2204e-16       1.7231
100505877    3   23236561   23246268     25       7  130644         1.39   -2.2204e-16         1.39
7325         3   23244498   23632296   1225      26  128807      -1.4794   -2.2204e-16      -1.4794
7324         3   23847384   23933131    162      20  128943       1.1443   -2.2204e-16       1.1443
28512        3   23933552   23958537     48       9  126990      0.76413   -2.2204e-16      0.76413
6138         3   23958295   23965187     12       5  130307        1.154   -2.2204e-16        1.154
9975         3   23986751   24022109     81      12  128450      0.67128   -2.2204e-16      0.67128
7068         3   24158644   24536772   1094     112  126281       4.1132             0       4.1132
5915         3   25215638   25639423   1652      93  129021      0.98657   -2.2204e-16      0.98657
7155         3   25639396   25706396    126      11  130141      -1.4458   -2.2204e-16      -1.4458
55768        3   25760435   25831530    107      10  125016     0.067214   -2.6368e-16     0.067214
54995        3   25831563   25836025      4       2  130644      0.63285   -2.2204e-16      0.63285
116135       3   26664300   26752267    209      28  125256     -0.65879   -2.2204e-16     -0.65879
152110       3   27257097   27410912    489      23  127559     -0.66526   -2.2204e-16     -0.66526
9497         3   27414212   27525911    364      21  128760      -1.2401   -2.2204e-16      -1.2401
8320         3   27757440   27764206      7       3  130644     -0.73835   -2.2204e-16     -0.73835
152100       3   28282838   28361264    150      17  128246       -1.545   -2.2204e-16       -1.545
64343        3   28363844   28390915     28       7  126018      -2.0707   -4.4409e-16      -2.0707
152098       3   28390372   28566633    243      20  128519      -1.6419   -2.2204e-16      -1.6419
27303        3   29322351   30051886   2721     149  129111       3.2582   -4.4409e-16       3.2582
7048         3   30647994   30735634    287      37  128165     -0.92259   -2.2204e-16     -0.92259
339896       3   30767692   30936153    538      33  125820      -0.3172   -2.7756e-16      -0.3172
201595       3   31574130   31677556    184      19  128798       1.0671   -2.2204e-16       1.0671
114884       3   31702317   32023342   1033     100  128246      0.75697   -2.2204e-16      0.75697
344787       3   32023266   32033228     40       6  128542       2.0731   -4.4409e-16       2.0731
23171        3   32148003   32210207    234      19  129062       1.0198   -2.2204e-16       1.0198
152189       3   32280171   32411817    456      72  129361       1.9144   -2.2204e-16       1.9144
112616       3   32433163   32496333    224      29  128314      0.53872   -2.2204e-16      0.53872
54918        3   32522804   32544403     46      11  129061      -2.2292   -4.4409e-16      -2.2292
51143        3   32567463   32612373     87      14  127287      -2.6897   -4.4409e-16      -2.6897
25904        3   32726637   32815367    328      19  129099     -0.47033   -2.7756e-16     -0.47033
131405       3   32859510   32933771    161      27  120413       -1.321   -2.2204e-16       -1.321
1233         3   32993066   32996403      3       2  130551      -1.2267   -2.2204e-16      -1.2267
2720         3   33038100   33138694    334      26  128878      0.90649   -2.2204e-16      0.90649
643853       3   33038219   33138689    333      28  128873      0.94548   -2.2204e-16      0.94548
10491        3   33155450   33189265     71      12  127916      0.89977   -2.2204e-16      0.89977
26032        3   33191537   33260707    237      26  127519     -0.82225   -2.2204e-16     -0.82225
25827        3   33318934   33445505    243      21  126891       2.2371   -4.4409e-16       2.2371
7342         3   33429828   33481897    123      13  127718       2.5358   -4.4409e-16       2.5358
23122        3   33537737   33759705    311      23  126891       1.6362   -2.2204e-16       1.6362
10015        3   33840063   33911199    223      12  129119     -0.25593   -2.7756e-16     -0.25593
10777        3   35680666   35835988    303      25  127552     -0.28054   -2.7756e-16     -0.28054
6769         3   36421842   36589499    671      37  127340      0.66279   -2.2204e-16      0.66279
85443        3   36753913   36781352     51      12  127179     -0.83503   -2.2204e-16     -0.83503
9881         3   36868308   36986548    247      22  128192       3.5821   -4.4409e-16       3.5821
9852         3   37027357   37034795      8       2  130644       1.0391   -2.2204e-16       1.0391
4292         3   37034841   37092337    105      12  126798       1.1382   -2.2204e-16       1.1382
9209         3   37094117   37217992    208      12  128318      0.99333   -2.2204e-16      0.99333
2803         3   37284682   37408370    223      14  126314     -0.59199   -2.2204e-16     -0.59199
339883       3   37426477   37476988     88      15  126539     -0.41404   -2.7756e-16     -0.41404
3680         3   37493813   37861281    939      75  127741       1.6163   -2.2204e-16       1.6163
10217        3   37903669   38025960    261      24  127276        3.275   -4.4409e-16        3.275
50853        3   38032217   38048676     47       6  127302       0.7095   -2.2204e-16       0.7095
5333         3   38048987   38071154     75      13  128193    -0.044964   -2.6368e-16    -0.044964
9940         3   38080497   38164228    179      15  127989     -0.41072   -2.7756e-16     -0.41072
30           3   38164201   38178733     18       5  125487        1.033   -2.2204e-16        1.033
4615         3   38179969   38184513      3       2  130644      0.55127   -2.2204e-16      0.55127
9943         3   38207022   38296979    114      17  126037      0.56408   -2.2204e-16      0.56408
9390         3   38307298   38320161     18       3  129801      0.61996   -2.2204e-16      0.61996
9389         3   38323785   38360064    172       8  130391     -0.60997   -2.2204e-16     -0.60997
9942         3   38388251   38456467    226      19  128279      0.56235   -2.2204e-16      0.56235
93           3   38495790   38534633     77       7  128569       1.1591   -2.2204e-16       1.1591
9941         3   38537763   38583721     95      11  128107       1.3721   -2.2204e-16       1.3721
6331         3   38589553   38691164    288      42  129371      0.37199   -2.7756e-16      0.37199
6336         3   38738837   38835501    327      27  128177       -1.344   -2.2204e-16       -1.344
11280        3   38887260   38995136    236      23  127314      -1.6054   -2.2204e-16      -1.6054
57599        3   39093477   39138155    123      18  127039      -1.1864   -2.2204e-16      -1.1864
64689        3   39138090   39149854     34       9  125284     -0.97965   -2.2204e-16     -0.97965
199223       3   39149152   39180394    109      15  124544      -1.6103   -2.2204e-16      -1.6103
64651        3   39183342   39196093     32       8  126430      -1.1859   -2.2204e-16      -1.1859
165904       3   39224706   39234112     18       7  116136     -0.90091   -2.2204e-16     -0.90091
1524         3   39304985   39323226     55      16  123436      0.16622    -2.498e-16      0.16622
1237         3   39371197   39375171      3       2  128195        1.149   -2.2204e-16        1.149
54977        3   39424815   39438819     42       8  128302     -0.43866   -2.7756e-16     -0.43866
3921         3   39448204   39454033     26       3  130510     -0.68027   -2.2204e-16     -0.68027
4336         3   39509064   39570988    271       7  129617     -0.95051   -2.2204e-16     -0.95051
25924        3   39850405   40301812   1255      59  127945      -1.0815   -2.2204e-16      -1.0815
10289        3   40351173   40353915      8       2  127634     -0.18158    -2.498e-16     -0.18158
956          3   40428647   40470110     86       5  126077     -0.44818   -2.7756e-16     -0.44818
9045         3   40498783   40503863     11       4  123202      0.15866    -2.498e-16      0.15866
285267       3   40518604   40531728     17       4  122727     -0.50496   -2.2204e-16     -0.50496
253639       3   40547450   40559712     12       4  119671      -1.3631   -2.2204e-16      -1.3631
285268       3   40566376   40581043     25       9  124167      -3.1804   -4.4409e-16      -3.1804
1499         3   41236401   41281939     60       8  125485      0.37501   -2.7756e-16      0.37501
54986        3   41288090   42056080   2237      40  128749      -2.9662   -4.4409e-16      -2.9662
22906        3   42055294   42267382    569      37  129426      0.25974   -2.7756e-16      0.25974
885          3   42299315   42307662     21       5  127739      -2.3957   -4.4409e-16      -2.3957
131375       3   42438575   42452125     28       7  127568      0.39767   -2.7756e-16      0.39767
7433         3   42530791   42579065    110      23  127145      -0.5264   -2.2204e-16      -0.5264
9117         3   42589459   42642572    127      15  127454      -1.0721   -2.2204e-16      -1.0721
51188        3   42623332   42636490     33       7  126194     -0.98008   -2.2204e-16     -0.98008
4820         3   42642147   42690233    114      10  128984     -0.67058   -2.2204e-16     -0.67058
92999        3   42695176   42709072     33       7  125967     -0.51068   -2.2204e-16     -0.51068
131377       3   42727011   42733938      9       4  129845     -0.61718   -2.2204e-16     -0.61718
57467        3   42734155   42744319     21       6  127925      -1.9448   -2.2204e-16      -1.9448
152206       3   42749764   42814745    137      13  128443      -1.0199   -2.2204e-16      -1.0199
25994        3   42824400   42846027     37       9  125450       -2.267   -4.4409e-16       -2.267
1238         3   42850964   42908775    120      16  128144     -0.59214   -2.2204e-16     -0.59214
1582         3   42913684   42917633      8       3  130269      -1.1125   -2.2204e-16      -1.1125
389114       3   42947402   42960825     17       4  125854      -2.6625   -4.4409e-16      -2.6625
100506243    3   42977834   42984284      5       2  123223      -2.6377   -4.4409e-16      -2.6377
729085       3   43020759   43099207    206      19  127519     -0.49459   -2.7756e-16     -0.49459
84892        3   43120721   43147575     46       9  129405     -0.15151    -2.498e-16     -0.15151
54861        3   43328004   43392635     64      17  125237       1.7414   -2.2204e-16       1.7414
55129        3   43407818   43663560    427      25  126981       1.1568   -2.2204e-16       1.1568
51099        3   43732375   43764217     63       6  126150      0.97034   -2.2204e-16      0.97034
375337       3   44283378   44373590    178      12  129346       2.0537   -4.4409e-16       2.0537
285343       3   44379574   44450940    136      13  127632       2.7029   -4.4409e-16       2.7029
353274       3   44481262   44519162     56      11  127110       1.5869   -2.2204e-16       1.5869
285346       3   44539924   44552222      9       3  130520       4.1809             0       4.1809
55888        3   44596667   44624975     62       7  127904       1.3342   -2.2204e-16       1.3342
285349       3   44626456   44641186     10       3  123486       1.6148   -2.2204e-16       1.6148
10168        3   44666511   44689963     33       6  127757       1.0208   -2.2204e-16       1.0208
7584         3   44690108   44702283     10       6  125498       4.4096             0       4.4096
101928592    3   44724574   44726283      1       1  130644       2.9203   -4.4409e-16       2.9203
91392        3   44754135   44765323     14       5  126833       0.5155   -2.2204e-16       0.5155
115560       3   44771098   44778575     15       4  128056      0.87078   -2.2204e-16      0.87078
57456        3   44790236   44803173     13       5  127347       3.2638   -4.4409e-16       3.2638
56992        3   44803209   44894748     83      12  127436       1.6248   -2.2204e-16       1.6248
131616       3   44903408   44907156      2       1  130644       2.0532   -4.4409e-16       2.0532
7047         3   44916098   44956093     98      11  129027     0.072839   -2.6368e-16     0.072839
51304        3   44956753   45017674     69       9  127267       1.0903   -2.2204e-16       1.0903
23016        3   45017741   45054160     63       8  129453      0.62605   -2.2204e-16      0.62605
7123         3   45067759   45077563     31       3  129910     -0.44289   -2.7756e-16     -0.44289
64866        3   45123766   45187914    209      56  128980       1.2048   -2.2204e-16       1.2048
25907        3   45265956   45267814      3       2  130233     -0.12252   -2.6368e-16     -0.12252
23395        3   45430053   45590334    318      22  129015       1.0943   -2.2204e-16       1.0943
8994         3   45636323   45722755    305      18  128749    -0.059297   -2.6368e-16    -0.059297
22908        3   45730754   45786901    191       9  129285     -0.42893   -2.7756e-16     -0.42893
54716        3   45796941   45838039     87      25  129181      -1.6852   -2.2204e-16      -1.6852
54585        3   45864808   45957216    181      27  127956      -2.5471   -4.4409e-16      -2.5471
10803        3   45927996   45944667     39       9  126644      -1.9692   -2.2204e-16      -1.9692
79443        3   45959391   46037316    214      19  127637     -0.43472   -2.7756e-16     -0.43472
10663        3   45984973   45989845      9       3  119197      -1.5516   -2.2204e-16      -1.5516
2829         3   46062291   46068979     14       2  130644       1.2108   -2.2204e-16       1.2108
1230         3   46243200   46249832     10       1  130644     -0.65454   -2.2204e-16     -0.65454
1232         3   46283872   46308197     58       8  130116        -1.14   -2.2204e-16        -1.14
729230       3   46395235   46402413     18       4  129871      -1.1554   -2.2204e-16      -1.1554
1234         3   46411633   46417697     17       4  129960     -0.12269   -2.6368e-16     -0.12269
9034         3   46448721   46454488     19       4  129056     -0.12524    -2.498e-16     -0.12524
4057         3   46477496   46506598    117      13  129756      -2.3309   -4.4409e-16      -2.3309
83597        3   46539485   46542439     10       2  129719     -0.49375   -2.7756e-16     -0.49375
79442        3   46556875   46621589    235      22  129395   -0.0026275   -2.6281e-16   -0.0026275
6997         3   46616045   46623953     38       5  130365    -0.096094   -2.6368e-16    -0.096094
100132146    3   46653925   46668033     66      13  126967      -2.0136   -4.4409e-16      -2.0136
259173       3   46710485   46735194     82      12  129151      -0.4529   -2.7756e-16      -0.4529
259236       3   46742823   46752413     24       7  128175     -0.30643   -2.7756e-16     -0.30643
29122        3   46753606   46759373     23       8  128857     -0.91356   -2.2204e-16     -0.91356
100287362    3   46761073   46777921     63       5  129155     -0.41026   -2.7756e-16     -0.41026
377047       3   46783581   46790143     28       3  129804     -0.21215    -2.498e-16     -0.21215
729756       3   46852688   46854048      1       1  130644     -0.26718   -2.7756e-16     -0.26718
339906       3   46871894   46875585      7       2  130644     -0.63303   -2.2204e-16     -0.63303
4634         3   46899357   46904973     10       2  130644      -0.9901   -2.2204e-16      -0.9901
5745         3   46919236   46945289     44      10  127369     -0.78811   -2.2204e-16     -0.78811
151903       3   46963220   47023500     76      10  126044     -0.33386   -2.7756e-16     -0.33386
23218        3   47021173   47051194     43       6  128234     -0.26497   -2.7756e-16     -0.26497
29072        3   47057898   47205467    175      14  127111     -0.14538    -2.498e-16     -0.14538
64147        3   47269516   47324337     65      10  124162      0.10166   -2.6368e-16      0.10166
23276        3   47324116   47388306     55      13  124967      0.45493   -2.7756e-16      0.45493
25930        3   47422383   47454931     33       5  122689     0.029934   -2.6368e-16     0.029934
22937        3   47455184   47517603     52       9  123159     0.098912   -2.6368e-16     0.098912
54859        3   47537130   47555199     25       8  123343      0.14776    -2.498e-16      0.14776
10675        3   47603728   47621730     21       5  125910     -0.51614   -2.2204e-16     -0.51614
6599         3   47627378   47823405    211      13  124202     -0.32711   -2.7756e-16     -0.32711
22907        3   47844399   47891686     40       6  125205      0.36874   -2.7756e-16      0.36874
4134         3   47892180   48130769    224      16  124599      0.62828   -2.2204e-16      0.62828
993          3   48198668   48230153     30       8  126904       2.1141   -4.4409e-16       2.1141
820          3   48264837   48266981      1       1  101570     -0.19106    -2.498e-16     -0.19106
51385        3   48282596   48312480     44       8  121968       2.1204   -4.4409e-16       2.1204
10201        3   48335485   48343719     18       2  129453       2.0742   -4.4409e-16       2.0742
646424       3   48348336   48369831     42       3  127245       2.0667   -4.4409e-16       2.0667
285231       3   48413709   48436190     39       2  126486      -1.2514   -2.2204e-16      -1.2514
5364         3   48445261   48471460     22       4  127661     -0.33337   -2.7756e-16     -0.33337
79714        3   48473580   48481529     13       3  127067      -1.7106   -2.2204e-16      -1.7106
51372        3   48481686   48485537      6       1  130644      -1.3894   -2.2204e-16      -1.3894
84126        3   48488114   48509044     21       4  126755      -1.7934   -2.2204e-16      -1.7934
11277        3   48506919   48509044      3       2  130644     -0.11147   -2.6368e-16     -0.11147
51246        3   48509197   48542259     45       8  128217      -1.6067   -2.2204e-16      -1.6067
5210         3   48555117   48598607     46      10  125090     -0.01452   -2.6194e-16     -0.01452
90226        3   48599151   48601201      4       2  127534     -0.15449    -2.498e-16     -0.15449
1294         3   48601506   48632593     27       8  128249       1.3947   -2.2204e-16       1.3947
7384         3   48636432   48647391      9       4  129710    -0.060207   -2.6368e-16    -0.060207
440955       3   48658275   48659189      3       2  129393       2.2249   -4.4409e-16       2.2249
65010        3   48663156   48672926     13       2  130568       3.7572   -4.4409e-16       3.7572
1951         3   48673896   48700348     25       3  128648       3.8031   -4.4409e-16       3.8031
51517        3   48700419   48723366     31       4  123349       3.5919   -4.4409e-16       3.5919
51447        3   48725436   48754711     45       6  128924       3.3068   -4.4409e-16       3.3068
5576         3   48784017   48885270     71      12  126924       2.3563   -4.4409e-16       2.3563
788          3   48894356   48936426     35       7  125586       2.2334   -4.4409e-16       2.2334
646450       3   48955221   48956818      1       1  130644       0.4884   -2.7756e-16       0.4884
10425        3   48956265   49022974     64      11  124723       2.4479   -4.4409e-16       2.4479
54681        3   49027304   49044582     11       3  129470       2.1146   -4.4409e-16       2.1146
11180        3   49044637   49053386      7       2  124960       2.5252   -4.4409e-16       2.5252
55152        3   49052832   49058504      5       3  122594     -0.72735   -2.2204e-16     -0.72735
3615         3   49061758   49066875      4       2  124148       2.2321   -4.4409e-16       2.2321
54870        3   49067140   49131504     54      11  124851       2.9402   -4.4409e-16       2.9402
5859         3   49133365   49142562      9       3  130026       3.2409   -4.4409e-16       3.2409
10869        3   49145479   49158371      9       3  117878       2.7311   -4.4409e-16       2.7311
3913         3   49158547   49170599     12       7  120122      -1.2378   -2.2204e-16      -1.2378
64925        3   49199968   49203785      4       1  130644       3.2375   -4.4409e-16       3.2375
200942       3   49208987   49213919      7       2  130644       3.0037   -4.4409e-16       3.0037
646498       3   49215069   49229291     21       5  126367       2.0578   -4.4409e-16       2.0578
339834       3   49235861   49295636     74      10  124935       3.1401   -4.4409e-16       3.1401
375341       3   49306030   49314864     12       4  124700       2.9914   -4.4409e-16       2.9914
7375         3   49314577   49377536     70       9  126058       2.7491   -4.4409e-16       2.7491
2876         3   49394609   49395791      2       1  130644       1.2546   -2.2204e-16       1.2546
387          3   49396569   49449526     85       9  128770       1.9242   -2.2204e-16       1.9242
6988         3   49449639   49453909      7       3  129622       1.5406   -2.2204e-16       1.5406
275          3   49454211   49460111      9       2  130644       2.1747   -4.4409e-16       2.1747
84276        3   49459766   49466777      8       4  129058       2.0817   -4.4409e-16       2.0817
1605         3   49506136   49573051    101      11  127216       1.8271   -2.2204e-16       1.8271
8927         3   49591922   49708982    159      15  127077       2.0105   -4.4409e-16       2.0105
327          3   49711427   49720936      8       3  124828       2.1467   -4.4409e-16       2.1467
4485         3   49721380   49726196      7       3  129578       1.9358   -2.2204e-16       1.9358
63891        3   49726950   49758962     50       9  124750       1.8711   -2.2204e-16       1.8711
386724       3   49754267   49757238      1       1  130644     -0.13486    -2.498e-16     -0.13486
29925        3   49758909   49761407      2       1  126859       0.3889   -2.7756e-16       0.3889
9807         3   49761728   49823973     89      10  126734       1.4543   -2.2204e-16       1.4543
389118       3   49828165   49837254     17       7  126962       2.0235   -4.4409e-16       2.0235
389119       3   49840687   49842463      1       1  130258     -0.66897   -2.2204e-16     -0.66897
7318         3   49842638   49851391      8       2  125544       1.8022   -2.2204e-16       1.8022
10293        3   49866028   49893992     39       6  128370       1.9296   -2.2204e-16       1.9296
79012        3   49895414   49907655     17       4  126802       2.7841   -4.4409e-16       2.7841
4486         3   49924435   49941311     21       4  129460       3.4683   -4.4409e-16       3.4683
84315        3   49946302   49967445     28       8  121756       2.6105   -4.4409e-16       2.6105
10180        3   49977474   50114685    222      15  127912       3.5293   -4.4409e-16       3.5293
10181        3   50126341   50156397     27       5  130072       3.0816   -4.4409e-16       3.0816
6405         3   50192562   50226508     62      10  126877      0.29519   -2.7756e-16      0.29519
2779         3   50229043   50235129      3       1  130644     -0.50855   -2.2204e-16     -0.50855
10991        3   50242692   50258406     19       6  123691      0.21002    -2.498e-16      0.21002
2771         3   50264120   50296786     37      11  124417       1.3357   -2.2204e-16       1.3357
7869         3   50305040   50314573      9       4  127621      -1.4096   -2.2204e-16      -1.4096
132228       3   50316458   50325545      4       1  130644      0.70893   -2.2204e-16      0.70893
7866         3   50325163   50330648      4       2  128791       2.1541   -4.4409e-16       2.1541
8372         3   50330259   50336899      6       4  115781      0.76027   -2.2204e-16      0.76027
24142        3   50333833   50336852      3       2  101052      -1.1729   -2.2204e-16      -1.1729
3373         3   50337320   50349812     11       4  125674     -0.28047   -2.7756e-16     -0.28047
8692         3   50355221   50360281      2       1  128308       2.6956   -4.4409e-16       2.6956
11334        3   50362341   50365668      2       1  123585       2.6807   -4.4409e-16       2.6807
11186        3   50367217   50378367     10       3  130177      0.37515   -2.7756e-16      0.37515
51364        3   50378537   50383459      3       1  130644     -0.27501   -2.7756e-16     -0.27501
10641        3   50384918   50388486      1       1  130644       2.9238   -4.4409e-16       2.9238
11068        3   50388265   50391500      2       1  117151      0.73554   -2.2204e-16      0.73554
11070        3   50392180   50396939      3       2  119510     -0.13541    -2.498e-16     -0.13541
9254         3   50400230   50540892    220      21  116582      0.56901   -2.2204e-16      0.56901
51161        3   50595456   50608458     15       5  123415      -1.1664   -2.2204e-16      -1.1664
51409        3   50606583   50622422     16       4  124097     -0.36279   -2.7756e-16     -0.36279
1154         3   50643885   50649262      9       4  109343     -0.32072   -2.7756e-16     -0.32072
7867         3   50649293   50686728     55       8  118274     -0.88638   -2.2204e-16     -0.88638
1795         3   50712672   51421629   1167      16  128423     -0.65935   -2.2204e-16     -0.65935
7873         3   51422692   51426828      6       1  127007        2.155   -4.4409e-16        2.155
29890        3   51428699   51435339      8       4  126493       1.5309   -2.2204e-16       1.5309
9730         3   51433298   51534018    126      15  125718       1.5528   -2.2204e-16       1.5528
23132        3   51575596   51697634     99      20  126775       1.8897   -2.2204e-16       1.8897
51368        3   51705191   51738339     34      13  121718       1.5908   -2.2204e-16       1.5908
2912         3   51741081   51752629      7       4  120868       0.6035   -2.2204e-16       0.6035
440956       3   51812577   51813256      2       1  127681     -0.71006   -2.2204e-16     -0.71006
401067       3   51860899   51864874      8       1  127779     -0.43032   -2.7756e-16     -0.43032
389123       3   51895645   51897440      4       2  109012      0.78894   -2.2204e-16      0.78894
